IDN,MAY_21,JUN,JUL,AUG,SEP,NOV,DECE,JAN,FEB,MAR,APR,MAY
F1797090710,6958.88825806,591401.61219999,1498514.04799160,3788323.95599999,4717865.47750000,4438679.78677500,3652251.64500000,4137317.35200000,4424526.95300000,4519334.85000000,4654868.31500000,4589387.18500000
F2780569590,56254.58208000,56687.60034000,56882.98638000,56487.43440000,56677.91850000,56565.47898000,56320.54470000,56602.31472000,56994.85638000,58216.13100000,59962.01490000,59118.51510000
L1718119770,270718.95340800,272802.80588400,273743.07958800,185514.64634322,250415.44396925,297786.65586270,296497.20934050,297980.57611280,300047.09566370,306476.44606500,315667.58061350,311227.01033650
J2720045110,441877.73616000,444993.45408000,446101.87104000,442455.50160000,443630.86992000,442005.43968000,440212.63104000,442738.18512000,444967.41744000,453227.23152000,465740.93664000,459171.02448000
F2751490850,149423.64860144,57471.43508124,183528.93114738,184166.80996800,184787.84807000,184421.25985560,183622.69703400,187444.58176485,197964.02242645,211899.67901354,222495.03567799,248551.41253490
L2754667400,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000,2315.00000000
F1715081990,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000,10496.00000000
A1708618400,888429.94233120,902115.32380676,748323.67896282,534264.62085870,532066.99723100,435363.96795120,416871.32014702,580112.84522240,472566.37880760,482692.43862000,497168.23669800,490174.45390200
S1779866820,362407.83763200,365197.46303600,366456.19485200,363907.93776000,365135.08990000,364410.72289200,362832.78738000,364648.02908800,367176.89285200,375044.68740000,386292.16246000,380858.09954000
J1779450380,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000,15910.00000000
A1756536780,261221.49840000,263232.24445000,264139.53115000,262302.76200000,263187.28625000,262665.16665000,261527.79975000,262836.21560000,264659.00615000,270330.06750000,278437.18325000,274520.34175000
A2792933500,8044380.58691659,7733736.86543150,7760392.85742050,7706428.76454000,7732415.99803750,7717076.17670550,7683660.45158250,7722101.57765200,7775654.98067050,7942270.19272500,8180456.43802750,8065380.02872250
E2794894160,704827.68728531,774953.21935990,777624.26275930,772216.83188400,774820.86284750,393937.49504000,542975.99769677,697408.66921600,907568.03141400,1018501.80180000,1049046.35822000,1064111.89485096
Y1725740140,3592109.88110000,3617438.15680000,3626448.69340000,3596806.64850000,2238108.86498400,1645663.14228000,1638988.20384000,1648391.28102000,1656691.10074000,1687443.82542000,1734034.52644000,1709573.60058000
A2756148850,860014.74067200,866634.68295600,1205177.89465503,1154477.90922000,1158370.98186250,1156072.96738650,1151067.05379750,506509.11763200,873287.65482750,982032.28650000,1011483.13335000,997254.36165000
D1794078400,7766.00000000,35138.80000000,41982.00000000,41982.00000000,41982.00000000,41982.00000000,41982.00000000,41982.00000000,189893.76176237,294747.83723500,380576.54495650,412411.64718865
A1752839640,343103.88160412,452464.03834800,384108.37823600,338802.23218837,343528.37505000,471759.33918970,623531.49947818,757687.02842000,859896.86583570,878322.56746500,904663.19167350,891937.08127650
J2790051510,1378241.68609920,1388850.66753160,1393637.64088120,1383946.58625600,1388613.46169000,1385858.68460520,1379857.77547800,1386761.16313280,1396378.46468120,1426299.78894000,1469074.08182600,1355786.54438609
G2721520190,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000,398165.00000000
D2791894990,1566030.13174993,1561680.03154426,1538016.39250600,1457306.09184536,712831.54904500,647752.97303660,323604.93937020,352147.09899040,354589.26778660,362187.33717000,373049.22424300,367801.45285700
H1721528520,294310.40344000,296141.15099500,296967.21896500,295294.87420000,296100.21737500,56473.00000000,56473.00000000,56473.00000000,56473.00000000,56473.00000000,56473.00000000,56473.00000000
M1721150380,144923.30880000,146038.85240000,146542.20680000,145523.18400000,146013.91000000,145724.24280000,145093.24200000,145819.13920000,146830.40680000,149976.66000000,154474.41400000,152301.38600000
A1788339220,47915.96040000,48284.79232500,48451.21627500,48114.29700000,48276.54562500,48180.77302500,47972.14537500,48212.14860000,48546.50377500,49586.74875000,51073.84012500,50355.37237500
F1723695830,140825.62990080,141909.63171840,142398.75386880,141408.54374400,141885.39456000,141603.91764480,140990.75827200,141696.13086720,142678.80506880,145736.09856000,150106.67942400,147995.09337600
E2797519150,925988.31129120,933116.08351010,936332.26933070,929821.21731600,932956.71390250,931105.88366970,927074.10044550,931712.22476080,938173.72488070,958276.72771500,987015.15264850,973130.57780150
Q1772949390,1928530.97760000,1943375.79730000,1950074.06110000,1936513.66799999,1943043.88250000,1939189.20810000,1930792.32150000,1940452.01840000,1953909.21110000,836938.82370967,467898.28323000,768860.41295000
J2729039880,14934.84480000,15049.80540000,15101.67780000,14996.66400000,15047.23500000,15017.38380000,14952.35700000,15027.16320000,15131.37780000,15455.61000000,15919.11900000,15695.18100000
T1751985690,486159.62107200,489901.82278100,491590.37506700,488171.96196000,489818.15102500,488846.43365700,399381.04617938,321118.78979040,323345.77473660,330274.36467000,340179.19149300,335393.81060700
B1295500960,979277.95196903,1088595.15859733,1377817.90265930,923164.71418064,1493550.46359166,1765437.18761496,2114928.51677268,1943695.12977360,1577426.48087090,1519589.85090000,1565161.88411000,1543144.38289000
L2294600870,123890.97904846,107798.96907920,258713.68054696,462406.56442683,522196.79129800,329427.63463000,606754.67802870,524846.09880640,786340.43624290,754189.19232192,868683.80122460,953046.26850000
A1715112710,157478.48146527,141983.76594500,142473.14361500,141482.41620000,141959.51612500,40602.55620000,40426.74300000,40628.99680000,40910.76220000,41787.39000000,43040.58100000,42435.11900000
Y2725724280,57333.20976000,57774.53073000,34469.44425879,73036.29791690,3921.56951666,282236.26617768,369638.60187450,371907.24770990,376778.47736158,380446.37179466,290096.69226483,326451.53512656
B1797209450,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000,193115.00000000
L2738915600,10205.47728000,10284.03369000,10319.47983000,12331.02041187,15682.28404750,23535.29951130,23433.38926950,23550.62582320,23713.95133030,24222.08923500,24948.50225650,24597.54579350
N2739987450,441863.48020000,444979.09760000,446087.47880000,442441.22700000,443616.55740000,441991.17960000,440198.42880000,442723.90140000,444953.06180000,453212.60940000,465725.91080000,459156.21060000
A1772755000,138551.10835200,139617.60209600,140098.82427200,139124.60736000,139593.75640000,139316.82571200,138713.56968000,139407.54956800,140374.35227200,143382.26640000,147682.25655999,145604.77544000
A1726231680,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000,211834.00000000
N2776777850,5535373.43673600,5577981.83742800,5597207.55479600,5558285.78448000,5577029.15770000,3568833.42692160,3332437.34250000,3349109.42800000,3372335.77450000,3444597.52500000,3547899.94749999,3497990.80250000
A2726019260,2007020.09982967,1314070.97150000,1318600.20050000,1309430.94000000,1203834.53050000,1425356.62879680,1419184.68955200,1426284.82859520,1436176.22998080,1466950.33296000,490365.07344733,282222.60650000
A2750421680,193220.93745600,194708.25086300,195379.35484100,194020.72908000,194674.99607500,194288.79341100,193447.50316500,194415.31530400,195763.60134100,199958.38545000,205955.07605500,203057.85744500
U1723217930,280568.09992257,349757.47749600,913073.69180854,1240142.94805935,1746378.37873333,1927442.27677200,1919096.25558000,1752811.76336000,1254149.03751500,1825139.50509677,2106354.93573333,2125011.24680000
S2776146960,37696.65456000,37986.82363000,38117.75341000,37852.69080000,37980.33575000,37904.98911000,37740.85665000,37929.67304000,38192.71841000,39011.10450000,40181.03555000,39615.79945000
K2794298220,188392.80725264,294485.11626380,295500.12272660,181289.83346245,169843.99314750,169507.05104430,168773.06826450,169617.43493520,170793.74565330,174453.48058500,179685.28692150,201590.93932450
N2228141360,821938.68812800,825961.11694400,827776.11300800,824101.71904000,825871.17960000,824826.69716800,822551.43352000,825168.87475200,828815.30500800,840160.06960000,856378.07784000,848542.57016000
A2756693150,202339.48992000,203896.99316000,204599.76812000,203177.02560000,203862.16900000,203457.74052000,296832.86921129,345306.88511200,531598.92739800,542989.92510000,637962.28064008,1016894.55545950
E1790770240,78867.40025806,84474.00031000,90819.81232500,90188.27100000,90492.39937500,111921.22426500,182128.01512500,190532.05934560,248416.39277400,210973.85906032,259460.41420800,255810.52339200
J1773925430,449516.52435096,486194.55405080,487631.26364366,404934.90452283,259208.68585500,353661.05708820,414442.65185229,638911.37894640,922770.98303280,1189831.68883161,920977.87130080,1109414.55342240
F2258549590,97853.15665950,123522.67132100,123948.41884700,123086.50836000,123501.57452500,71155.84069065,36827.10150000,37011.34640000,37268.02310000,38066.59500000,39208.20050000,38656.64950000
G1794728670,154013.61531498,202065.37610280,202761.83799960,201351.87604800,202030.86477000,201630.06929160,106598.08627954,134947.17513760,86854.10857200,202042.49228709,169326.36243000,197282.61214000
F1702632270,275363.73474905,235007.94159287,288933.25646758,379571.47850322,391395.30150000,392192.88292200,475014.23025000,434616.26040000,396338.02010000,484982.08475806,384800.48205000,380081.60999396
N1730511170,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000,46266.00000000
D2779327930,359542.56000000,362310.13000000,363558.91000000,361030.80000000,362248.25000000,556199.40000000,553791.00000000,623887.60000000,1040282.22375000,1137704.62500000,1171824.03750000,1155339.71250000
F2752663180,458405.70115200,461934.26774600,463526.42382200,460303.16136000,461855.37265000,460939.12876200,458943.21543000,461239.29476800,464438.02682200,474389.91390000,488616.72181000,481743.23519000
Y1722004910,12683521.57953011,14619052.47104213,13660218.39593030,12746951.43662090,13934916.86108199,14456748.98157820,16401676.24572783,17068222.41688480,18350350.14938562,20877093.52830547,23850372.10276766,25246922.99179010
A2772624350,1198570.52487360,1207796.49196780,1211959.42305460,1203531.71944800,1207590.20889500,1205194.55169660,1199975.93664900,1205979.38078240,1587371.48886222,2030539.50245418,2254161.81344589,2227578.17641169
D1722964880,57236.40984000,57676.98569500,57875.78186500,57473.32620000,57667.13487500,57552.73291500,57303.52372500,57590.21156000,57989.60436500,59232.19425000,61008.54957500,60150.32792500
J1723436010,9926.14036800,10002.54658900,10037.02252300,9967.22724000,10000.83822500,9980.99823300,9937.77949500,9987.49791200,10056.76202300,10272.25635000,10580.31816500,10431.48233500
N1794097370,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000,147606.00000000
E2720545620,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000,11699.00000000
F1777469440,559614.00000000,559614.00000000,559614.00000000,559614.00000000,559614.00000000,559614.00000000,559614.00000000,559614.00000000,505002.75000000,551028.03225806,553169.00000000,415363.38709677
A1720990980,116279.58554838,134296.28818666,188595.95902967,61162.02178064,238727.16980000,138660.51042000,184412.40300000,90755.44800000,216492.53813687,210870.28616128,190380.87130000,303260.14958709
H1798455540,734555.26389677,751041.02948000,753629.65436000,748389.07680000,750912.75700000,749423.07156000,746177.99340000,749911.09984000,755111.79436000,771292.18200000,794422.99780000,783247.66220000
H1728490890,1959062.00000000,1959062.00000000,1946318.51612903,1952118.00000000,1952118.00000000,1952118.00000000,1952118.00000000,1952118.00000000,1952118.00000000,1952118.00000000,1952118.00000000,1672391.48387093
E1738979300,272699.20320000,274798.29860000,275745.45020000,273827.97600000,274751.36500000,151564.33650000,150908.04750000,151663.03600000,152714.83150000,155987.17500000,160665.18250000,158405.06750000
F2758603250,371807.10986400,409175.69780577,516701.28974625,613421.25981793,751360.73733583,925157.33108670,978987.52277481,1161964.64921040,1370113.47513810,1328284.19730435,1293861.10433505,1372431.23695731
N1729242550,296464.96641600,298746.99819300,299776.69415100,297692.11188000,298695.97432500,310767.60825950,330332.44973832,367969.31419585,455327.34763550,502965.27159190,540892.74707623,558279.24173824
J2422745280,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000,2101185.00000000
A2715719050,255167.61290322,282507.00000000,282507.00000000,282507.00000000,282507.00000000,282507.00000000,282507.00000000,250873.54838709,142416.00000000,142416.00000000,142416.00000000,142416.00000000
Q2732247900,349.86256800,352.55562650,353.77078550,351.31074000,352.49541250,5721.90132750,11043.97701750,13437.93938541,19819.06091235,24464.07237177,25891.37150583,26753.92540008
K1759205780,28759.25623200,28980.62989850,29080.51788950,28878.29826000,28975.68021250,28918.19730450,28792.97856750,28937.02898800,29137.70963950,29762.06677500,30654.62202250,30223.39622750
H2733470330,10681.73288640,10763.95526220,10801.05555540,10725.94735200,10762.11685500,10740.76661340,10694.25800100,10747.76105760,23679.44051253,45699.35702030,65085.70766700,65225.54223300
C1227252770,419503.19616000,422732.31168000,424189.34976000,421239.62880000,422660.11200000,421821.62496000,419995.09440000,422096.31744000,425023.58976000,434130.91200000,447150.36480000,440860.19520000
O2222220590,33465.11520000,33722.71210000,40153.86373225,82203.93600000,82481.14000000,82317.51120000,81961.06800000,82371.11680000,82942.36720000,84719.64000000,87260.35600000,86032.84400000
R1733007470,1465.82736000,1477.11053000,1482.20171000,1471.89480000,1476.85825000,1473.92841000,1467.54615000,1474.88824000,1485.11671000,1516.93950000,1562.43205000,1540.45295000
L1755158030,474077.60820000,477726.80891250,479373.39738750,476039.93850000,477645.21656250,494273.54930250,562132.47693750,564944.80910000,568862.74733750,581052.22687500,598477.80481250,731287.82791401
A1773764120,571736.54942553,721431.93085600,723918.50159200,718884.52896000,721308.71540000,719877.75943200,716760.61548000,720346.54764800,742097.68860920,919336.68762967,1145219.84860133,962547.08473200
H1299553890,735607.53600000,740794.36800000,742639.58400000,736569.36000000,738526.03200000,735820.12800000,732835.58400000,737039.95200000,740751.02400000,754501.39200000,775333.34400000,764396.20800000
D2728743880,999887.85936000,1007584.47153000,1011057.32871000,1004026.65480000,1007412.38325000,1005413.84541000,1001060.30115000,1006068.57624000,1013045.74371000,1034753.08950000,1065785.01705000,1050792.36795000
E2733455150,134079.76391829,155010.95181926,157485.56454513,161846.21961600,203254.75299208,264735.89701620,269707.16777041,277614.59576480,293745.55732170,312577.11879000,321951.21064100,317422.24705900
F1723623270,13189.68052800,13291.20776900,13337.01878300,13244.27604000,13288.93772500,13262.57469300,13205.14639500,13271.21135200,13363.24828300,13649.59335000,14058.94046500,13861.17003500
P2776059590,703320.56160000,708734.35430000,711177.16010000,706231.78800000,708613.30750000,707207.53710000,704145.25650000,707668.07440000,712575.81010000,727844.74500000,749672.58550000,739126.76450000
J2728639020,414726.25839360,493256.81458480,494956.93057360,491515.10716800,341426.22987841,224179.87616600,243884.01849000,262447.34062400,324142.13354600,331087.78770000,341017.00883000,336219.84217000
N2733950380,66130.40616000,65607.99672000,65881.21260000,65417.18652000,65586.10296000,66338.54892000,66123.56436000,66484.05120000,67497.24576000,73861.45244516,77724.08944000,76215.54856000
T1721761190,25533.76691612,202919.68480933,229153.97758000,227560.49040000,228327.85850000,2743.91704000,109216.51731290,267233.05224000,269086.33521000,274852.26450000,283094.99955000,279112.63545000
A1726940230,3257098.83870967,3701129.00000000,3701129.00000000,3701129.00000000,3701129.00000000,2164030.00000000,2164030.00000000,2164030.00000000,2164030.00000000,2164030.00000000,2164030.00000000,2164030.00000000
C1797483510,71106.45552000,71653.79571000,71900.76597000,71400.78360000,71641.55775000,71499.43287000,71189.83305000,71545.99368000,72042.17097000,73585.87650000,75792.69435000,74726.50065000
E1713552940,112716.59256000,113584.22575500,113975.71828500,113183.15580000,113564.82637500,113339.53273500,112848.76102500,113413.34004000,114199.87078500,116646.92325000,120145.12867500,118455.01882500
F1733688740,89221.86912000,89908.65226000,90218.54182000,89591.18160000,89893.29650000,89714.96322000,89326.48830000,89773.38608000,90395.97182000,92332.95900000,95101.99610000,93764.17390000
N1781340190,125563.32480000,126529.84540000,181635.11399354,324467.24895483,406331.07550000,446785.33723040,675187.52511000,678565.46833600,683271.37509400,824641.91938064,1017724.01759500,1003407.45390500
F1791383730,4948733.57162725,3220323.91548000,3231423.45636000,3208952.83680000,3219773.90700000,3213386.41356000,3199472.12340000,3215478.98784000,3237778.59636000,3307157.08200000,3406337.70780000,3358419.95220000
U1796501890,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000,62324.00000000
A1703663170,1149978.94564025,944427.49866873,142727.63485200,141735.13776000,142213.08990000,141930.96289200,141316.38738000,142023.38908800,143008.33285200,146072.68740000,439296.93276000,1718558.18865290
A1764233060,104697.65150059,100031.03989200,100375.81844400,99677.82672000,100013.95530000,127776.54432400,127344.33286000,127841.54473600,128534.22444400,130689.28780000,133770.07762000,132281.63638000
J2791080240,278314.15170240,280456.46803020,281423.12173140,279466.16623200,280408.56805500,279852.28430940,278640.49544100,280034.52560160,281976.58783140,288018.72693000,296656.32014700,292483.18575300
N2799519580,80482.21919997,109752.09938000,110130.38366000,109364.56080000,103741.65698399,105354.65998868,98708.24376677,112141.23771200,143507.10789800,146582.15010000,150978.10379000,148854.25921000
T1775033810,238017.17472000,239849.30606000,240675.99842000,239002.38960000,239808.34150000,239332.60182000,238296.26730000,239488.45648000,241149.32842000,246316.62900000,253703.58910000,250134.68090000
A1799833700,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000,15137.00000000
A2780549550,400043.85172597,487718.44903758,575080.44538518,473302.80607354,471460.52432500,470525.22542100,468487.80331500,472089.69846012,488236.76361608,655159.58596643,843932.42717366,820926.84494937
B2728114720,320283.27816000,322748.65080500,323861.07363500,165013.02412258,447381.23295833,727522.72018500,724372.47277500,727996.48684000,733045.20173500,748752.75075000,771207.61592500,760358.85657500
F1740342400,47002.72229760,47364.52459480,47527.77664360,47197.27876800,47356.43507000,47262.48781560,47057.83643400,47293.26539840,47621.24804360,48641.66682000,50100.41547800,49395.64112200
A2292918060,223773.75792000,225496.25091000,226273.47237000,224700.01560000,225457.73775000,225010.46727000,224036.14905000,225156.99528000,226718.47737000,231576.55650000,238521.46635000,235166.12865000
A2774720000,134690.17440000,135726.94870000,136194.76090000,135247.69200000,135703.76750000,135434.55390000,134848.10850000,135522.74960000,136462.61090000,139386.70500000,143566.86950000,141547.28050000
L1736262150,477885.71705280,481564.23058940,483224.04556580,479863.81010400,481481.98283500,480526.80303180,468164.85384087,441867.12697120,494850.41493580,505453.97271000,520612.38220900,513288.80509100
F2734609430,32856.65856000,33109.57188000,33223.69116000,32992.66080000,33103.91700000,33038.24436000,32895.18540000,33059.75904000,33289.03116000,34002.34200000,35022.06180000,34529.39820000
A1762860750,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000,183986.00000000
S2753269220,36489.14470080,36770.01899340,36896.75479380,36640.18274400,36763.73893500,36690.80581980,36531.93089700,64460.91065120,71566.48079551,76528.66449386,89339.59097900,100286.56209519
A2741556610,3847.05738720,3866.07059310,9235.15894536,11032.07445600,11064.63281500,11045.41417020,11003.54895300,11051.71029280,6925.36200297,2876.17614338,3523.72460050,10035.86541078
F2272075110,7314271.09800000,7370572.51962500,7395976.78737500,7344546.76500000,7369313.67812500,7354694.19112500,7322847.61687500,7359483.60700000,7410522.22487500,7569313.44375000,7796314.83062500,7686642.23187500
A1743119910,315099.22758720,317524.69613060,318619.11347420,316403.50509600,317470.46516500,380714.31780450,379065.78606750,380962.24098800,383604.24513950,391824.04177500,328911.14773396,197134.08922350
S2226121260,3036557.31127421,3134946.22135140,3144562.99609976,2996106.21114464,3318419.96515241,3561298.67792580,3545957.21648700,3563909.19585120,3588074.27937980,3664123.89651000,3773303.55182900,3839050.62555164
F2790972620,358159.70400000,360916.62950000,760950.08892844,1475688.40056000,1480664.64315000,802514.52908760,300431.61750000,301934.66800000,304028.60950000,522896.33951612,2854327.51655000,3009492.82645000
G2228434150,1130897.49560361,1133765.38440480,1137673.15131360,1129762.01836800,1133571.74532000,1131322.92838560,1126424.18498399,1132059.65187840,1139910.57771360,1164336.35832000,1199254.44832800,1182384.25327200
D2720534940,277351.13078400,279486.03428200,280449.34317400,278499.15912000,279438.30005000,278883.94115400,277676.34531000,279065.55185600,281000.89417400,287022.12630000,295629.83177000,291471.13723000
A2709095210,62532.74832000,63014.09261000,63231.28427000,62791.58760000,63003.33025000,62878.34217000,62606.07255000,62919.28888000,63355.63927000,64713.21150000,66653.94085000,65716.30415000
E2722388720,82134.66074678,96886.46666370,97220.40676590,96544.35709200,116338.44047583,127574.62207890,151106.00991827,169198.55051680,180130.02592145,190228.79274000,195933.69584600,193177.45035400
P1773643850,23397.09380640,23577.19235970,23658.45623790,23493.94045200,23573.16554250,23526.40032090,23424.52861350,23541.72083760,23704.98458790,24212.93035500,24939.06870450,24588.24494550
L1733683290,145516.27745280,146636.38541440,147141.79934080,166903.87590502,130456.25792733,128496.30010464,96359.63400000,96841.71840000,97513.32360000,99602.82000000,102589.87800000,101146.72200000
B1791830040,184089.10957440,185506.13096120,186145.51784840,184851.10219200,185474.44783000,185106.49751640,184304.96754600,185227.03984960,186511.60444840,190508.13858000,196221.41918200,193461.12621800
A1714555680,61205.20656000,61676.33213000,47069.37667104,56258.31870000,56448.03018750,56336.04672750,56092.10591250,135616.33274000,183884.06871450,250443.88623096,328226.29151200,323609.05488800
F1747769230,18168.51527040,18308.36696920,18371.47070440,18243.71947200,18305.24003000,18268.92549240,18189.81918600,18280.82231360,18407.60130440,18802.03578000,19365.90306200,19093.47833800
A1756526380,53109.78910296,62710.30950100,62926.45410700,62488.87716000,1005807.06619749,2483567.89692159,2739946.30197373,3001248.05081920,3184773.94034800,3253016.65260000,3350573.62354000,3259936.34800838
E1276006210,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,335328.00000000,380172.14176640
Q1777641310,3274.60300800,3299.80918400,3311.18268800,2672.95378993,2639.39648000,2634.16035840,2622.75417600,2635.87573760,2654.15575040,5904.57686709,9192.33139200,12236.92197574
A1786372790,738750.00000000,738750.00000000,738750.00000000,738750.00000000,738750.00000000,883223.00000000,833840.29032258,1558201.67729440,2146534.81831747,2214851.76110160,2345530.62676260,2832708.39024623
E2723149230,138230.28576000,139294.30998000,139774.41786000,138802.45680000,139270.51950000,138994.23006000,138392.37090000,139084.74384000,140049.30786000,143050.25700000,147340.29030000,145267.61970000
M1721971990,399756.01248000,402833.12454000,404221.57578000,401410.70640000,402764.32350000,401965.30638000,400224.75570000,402227.06832000,405016.54578000,413695.16100000,426101.75190000,420107.67810000
T1298747820,3798576.06805160,4263563.41980332,5187687.94237417,4877844.13761288,4626941.16674999,3406618.61351080,3567408.54145064,2902853.31011200,2411952.82974800,2463635.68260000,2537519.36054000,2501823.47746000
F2704117320,131237.45953920,132247.65665160,132703.47672120,131780.68545600,132225.06969000,143336.66417560,147367.50085896,149231.14008880,150266.07019270,153485.94211500,158088.93840850,155865.06404150
F1722509030,2017725.18960000,1711982.25227400,2161441.61816000,2243620.97938062,2758381.09750000,3337836.02931000,3388093.33800000,3405043.86880000,2718624.22645000,2148329.79000000,2733679.75643250,3037620.62536250
A1521936250,252095.11272588,257288.35167728,229265.84186000,76504.48699354,47593.84700000,136415.68964160,237044.69964000,238230.62726400,239882.77605600,245022.93720000,50474.21997600,163387.02172709
A2712388440,746561.13047225,861712.83919000,864682.91833000,610598.93961289,717147.50473333,789233.04361500,1085611.23528629,904482.17020000,709003.12367500,724195.50375000,745913.90462500,735420.95787500
F2795878680,1324554.79104000,1334750.51892000,1339351.02444000,1330037.46720000,1334522.55300000,1331875.08324000,1326107.92860000,1332742.40736000,1341985.08444000,1370740.87800000,1411848.97620000,1391988.16380000
A1227310330,8498916.10236387,7367721.13890190,8136421.16143502,8706663.56570322,9668108.56316666,16860799.91524200,17954201.27850367,18842972.70758560,18536244.11414740,21605935.97913000,22110674.80852700,21866817.18337300
Y1721823860,1936490.29032258,1143835.00000000,1143835.00000000,1143835.00000000,1143835.00000000,1143835.00000000,1143835.00000000,1140795.32258064,1138600.00000000,1138600.00000000,1138600.00000000,1138600.00000000
M1773466960,8719.18365120,8786.29935260,8816.58322820,8755.27461600,8784.79871500,8767.37114220,8729.40753300,8773.08050080,8833.92252820,9023.21409000,9293.81751100,9163.07918900
Q1754747700,32292.45331200,32541.02367600,32653.18333200,32426.12016000,32535.46590000,32470.92097200,32330.31858000,32492.06620800,32717.40133200,33418.46340000,45042.95067816,62498.79204500
A2707123930,3663.00000000,12559.53333333,85463.83870967,101749.00000000,101749.00000000,101749.00000000,110456.45161290,104560.87096774,108747.00000000,78890.19354838,53141.00000000,45059.90322580
F1759628080,9260244.04724964,9861270.44260890,9893979.21436688,8683511.42197857,6398044.71619132,4730218.08003812,9092629.61758875,12615883.58721600,14780504.89667482,15668871.35396951,16140719.32724850,16004011.15742967
H1794505530,2705718.17529600,2726545.37430800,2735943.00095600,2716917.84528000,2726079.69970000,2720671.61307600,2708890.82814000,2722443.32886400,2741323.69495600,2800064.24220000,2884037.30938000,2843466.87662000
P2798176260,200152.91801280,201693.59016940,202388.77062580,200981.40290400,201659.14233500,100282.75182000,99848.51730000,100348.05648000,101043.97842000,103209.12900000,106304.33910000,104808.93090000
A1727622390,323552.62631520,326043.16468710,327166.94276970,324891.89463600,325987.47882750,325340.77413870,285450.97249843,275599.28621120,435079.07081980,1215468.72346645,291957.82165400,521101.51741099
H2717766150,39512.89763040,39817.04718670,39954.28522690,39676.45177200,26504.58984250,39340.26166170,51517.66720291,60081.10300080,69951.39884700,78707.08291209,84178.16224750,86167.90947024
F2700482290,172857.00000000,174187.56250000,174787.93750000,173572.50000000,174157.81250000,173812.31250000,173059.68750000,173925.50000000,175131.68750000,178884.37500000,184249.06250000,181657.18750000
A2710546880,220675.02803818,515909.55503000,517589.49401000,364258.23691354,282175.06740000,381280.89963600,889654.20744870,985658.39470400,1228888.01669720,1426166.50254771,1387406.51705166,1941782.45429620
S2777105890,461777.65722240,465332.17936520,466936.04707640,463689.07483200,465252.70393000,464329.72030440,462319.12536600,464632.09428160,467854.35567640,477879.44718000,492210.90512200,485286.85827800
Y2222108760,1586807.49854167,1590896.81332750,1596380.18229250,1585279.29990000,1590625.09943750,1587469.56501750,1580595.66026250,1588503.33362000,1599519.73354250,1633793.92912500,1682790.90758750,1659118.69116250
P1759473910,564499.79632800,568845.01960650,570805.66664550,566836.40754000,568747.86491250,567619.56418050,565161.71370750,567989.20105200,571928.25239550,584183.41897500,601702.90040250,593238.60384750
A2714971140,3581.59704000,3738.85474153,7525.66943700,7473.33756000,7498.53877500,7483.66292700,7451.25790500,7488.53632800,7540.46993700,11960.11016612,15321.06879582,16702.65623032
N1728560860,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000,707709.00000000
S2229256440,719566.35388800,725105.19817400,727604.42961800,722544.82584000,724981.35535000,723543.11347800,720410.09817000,724014.28859200,729035.38661800,744657.01410000,766989.04939000,756199.63361000
