,date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type,assortment_1,assortment_2,assortment_3,assortment_4,assortment_5,assortment_6,assortment_7,assortment_8,assortment_9,assortment_10,unit_sales_lag1,d1,ln_unit_sales_lag1,work,weekend,holiday,Sun,Mon,Tue,Wed,Thu,Fri,Sat
271,2014-07-01,108698.0,3.0,0,1,1,14,0.5128800869034905,0.3566067529993329,Holiday,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,1,0,0,0,0,0
272,2014-07-02,108698.0,5.0,0,2,2,13,0.4537003156071508,0.8366954828217767,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
273,2014-07-04,108698.0,2.0,1,4,4,11,0.41587233679556984,0.7375222240791123,Holiday,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,0,0,1,0,0,0,0,1,0,0
274,2014-07-05,108698.0,1.0,0,5,5,10,0.4062892488299685,-1.043088557891454,Holiday,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,0,1,0
275,2014-07-06,108698.0,1.0,0,6,6,9,0.3967061608643681,-2.460815370371816,Weekend,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,1
276,2014-07-07,108698.0,4.0,0,0,7,8,0.3871230728987677,0.4512721363446035,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
277,2014-07-08,108698.0,2.0,0,1,8,7,0.37838060668453594,0.4986048280172388,Holiday,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,0,1,0,1,0,0,0,0,0
278,2014-07-09,108698.0,3.0,0,2,9,6,0.3023884003608269,0.5188902673055111,Holiday,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,1,0,0,0,0
279,2014-07-11,108698.0,1.0,1,4,11,4,0.20487627720208468,0.47606545103026965,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
280,2014-07-12,108698.0,1.0,0,5,12,3,0.2104804222112065,-0.8560117288996097,Holiday,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,1,0
281,2014-07-13,108698.0,1.0,0,6,13,2,0.2160845672203312,-2.3729118001226364,Holiday,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
282,2014-07-14,108698.0,4.0,0,0,14,1,0.221688712229454,0.6518725915286293,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
283,2014-07-15,108698.0,1.0,0,1,0,0,0.14300651630136546,0.4986048280172388,Work,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,1,0,0,0,0,0
284,2014-07-16,108698.0,2.0,0,2,1,15,0.23177617324587502,0.5098745165107235,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
285,2014-07-17,108698.0,4.0,0,3,2,14,0.36358566386045105,0.22362442877621466,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0
286,2014-07-18,108698.0,2.0,1,4,3,13,0.3629131664593559,0.42873275935763433,Work,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,0
287,2014-07-19,108698.0,1.0,0,5,4,12,0.3967622023144583,-0.8064250995282775,Weekend,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0
288,2014-07-21,108698.0,2.0,0,0,6,10,0.46446027402466694,0.48958907722245115,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
289,2014-07-22,108698.0,2.0,0,1,7,9,0.41402296894255897,0.38365400538369593,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
290,2014-07-23,108698.0,2.0,0,2,8,8,0.36156817165716665,0.6248253391442663,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
291,2014-07-25,108698.0,5.0,1,4,10,6,0.4570628026126245,0.550445395087268,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
292,2014-07-26,108698.0,2.0,0,5,11,5,0.4671502636290455,-0.7996632864321868,Weekend,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,0,1,0,0,0,0,0,0,1,0
293,2014-07-27,108698.0,2.0,0,6,12,4,0.4772377246454675,-2.472085058865301,Weekend,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
294,2014-07-28,108698.0,2.0,0,0,13,3,0.4873251856618895,0.7014592208999616,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
295,2014-07-29,108698.0,1.0,0,1,14,2,0.43554288577759126,0.36111462839672676,Work,0,0,1,0,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
296,2014-07-30,108698.0,1.0,0,2,15,1,0.393848046909716,0.5729847720742371,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
297,2014-07-31,108698.0,3.0,0,3,0,0,-0.013685378153716513,0.3205437498201822,Work,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
298,2014-08-01,108698.0,4.0,1,4,1,14,-0.038567781994223414,0.7645694764634753,Work,0,0,1,0,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
299,2014-08-02,108698.0,5.0,0,5,2,13,-0.029601149979626,-0.8650274796943974,Weekend,0,0,1,0,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,1,0,0,0,0,0,0,1,0
300,2014-08-04,108698.0,2.0,0,0,4,11,-0.011667885950432118,0.6789198439129924,Work,0,0,1,0,0,0,0,0,0,0,5.0,0,1.6094379124341003,1,0,0,1,0,0,0,0,0,0
301,2014-04-01,108701.0,3.0,0,1,1,14,0.0844992424061199,0.577492647471631,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
302,2014-04-02,108701.0,2.0,0,2,2,13,0.07844676579626672,0.6946974078038708,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
303,2014-04-04,108701.0,4.0,0,4,4,11,0.18335636036705144,0.6406029030351448,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
304,2014-04-05,108701.0,1.0,0,5,5,10,0.16699225694041347,-0.44579506773677036,Weekend,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,1,0,0,0,0,0,0,1,0
305,2014-04-07,108701.0,1.0,0,0,7,8,0.1342640500871337,0.7780931026556568,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
306,2014-04-08,108701.0,4.0,0,1,8,7,0.2781784939214142,0.3430831268071514,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
307,2014-04-09,108701.0,2.0,0,2,9,6,0.3440832392287022,0.7871088534504445,Work,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,1,0,0,0,0
308,2014-04-12,108701.0,1.0,0,5,12,3,0.36111984005643716,-0.5652537657677071,Weekend,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0
309,2014-04-13,108701.0,1.0,0,6,13,2,0.36941397466993947,-2.5419571275249053,Weekend,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,1
310,2014-04-14,108701.0,1.0,0,0,14,1,0.37770810928344084,0.6518725915286293,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
311,2014-04-15,108701.0,1.0,0,1,0,0,0.35417070024512415,0.4580339494406943,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
312,2014-04-16,108701.0,1.0,0,2,1,14,0.3548431976462183,0.7307604109830216,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
313,2014-04-18,108701.0,5.0,0,4,3,12,0.39687428521464163,-2.4427838687822407,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,1,0,0
314,2014-04-20,108701.0,1.0,0,6,5,10,0.3975467826157367,-2.6524000747610543,Weekend,0,0,0,1,0,0,0,0,0,0,5.0,0,1.6094379124341003,0,1,0,0,0,0,0,0,0,1
315,2014-04-21,108701.0,1.0,0,0,6,9,0.39788303131628383,0.41746307086414974,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
316,2014-04-23,108701.0,3.0,0,2,8,7,0.20420377980098955,0.7758391649569599,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
317,2014-04-24,108701.0,2.0,0,3,9,6,0.25329609008090825,0.44225638554981583,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
318,2014-04-25,108701.0,4.0,0,4,10,5,0.16250894093311333,0.606793837554691,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
319,2014-04-27,108701.0,1.0,0,6,12,3,0.17506222575354913,-2.4472917441796347,Weekend,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,1,0,0,0,0,0,0,0,1
320,2014-04-28,108701.0,3.0,0,0,13,2,0.18133886816376704,0.43098669705633125,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
321,2014-04-29,108701.0,1.0,0,1,14,1,0.21025625641084272,0.37238431689021134,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,1,0,0,0,0,0
322,2014-05-01,108701.0,2.0,0,3,1,14,0.0844992424061199,-2.4517996195770286,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0
323,2014-05-02,108701.0,3.0,0,4,2,13,0.1113991384499112,0.4828272641263604,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
324,2014-05-03,108701.0,2.0,0,5,3,12,0.10355333543713738,-0.596808893549464,Weekend,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
325,2014-05-04,108701.0,2.0,0,6,4,11,0.09570753242436453,-2.519417750537936,Weekend,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
326,2014-05-05,108701.0,1.0,0,0,5,10,0.08786172941159358,-0.2947812419240768,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
327,2014-05-06,108701.0,2.0,0,1,6,9,0.09256921121925749,0.5820005228690248,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
328,2014-05-07,108701.0,1.0,0,2,7,8,0.1766313863561041,0.7239985978869308,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
329,2014-05-08,108701.0,3.0,0,3,8,7,0.14031652669698594,0.3070201236280007,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
330,2014-05-09,108701.0,2.0,0,4,9,6,0.1268665786750903,0.9178372399748659,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
331,2014-05-12,108701.0,2.0,0,0,12,3,0.16519893053749285,0.3994315692745744,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
332,2014-05-13,108701.0,1.0,0,1,13,2,0.2405186394601077,0.6383489653364478,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
333,2014-05-16,108701.0,4.0,0,4,1,15,0.2606935614929507,0.46479576253678506,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
334,2014-05-19,108701.0,1.0,0,0,4,12,0.3037333951630162,0.6834277193103863,Work,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,1,0,0,0,0,0,0
335,2014-05-20,108701.0,1.0,0,1,5,11,0.29364593414659423,0.5617150835807526,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
336,2014-05-22,108701.0,1.0,0,3,7,9,0.37636311448125154,0.24841774346188078,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
337,2014-05-23,108701.0,2.0,0,4,8,8,0.44226785978853955,0.30476618592930377,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
338,2014-05-26,108701.0,3.0,0,0,11,5,0.4306672796196548,0.48733513952375423,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
339,2014-05-28,108701.0,1.0,0,2,13,3,0.33197828600899676,0.7037131585986585,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
340,2014-05-29,108701.0,3.0,0,3,14,2,0.3918305547064316,0.3633685660954237,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
341,2014-05-30,108701.0,2.0,0,4,15,1,0.33399577821228116,0.7352682863804154,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0
342,2014-06-03,108701.0,1.0,0,1,3,12,0.32996079380571236,0.7871088534504445,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
343,2014-06-04,108701.0,4.0,0,2,4,11,0.32525331199804847,0.7645694764634753,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
344,2014-06-05,108701.0,2.0,0,3,5,10,0.3185283379871011,0.30251224823060685,Work,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,0,1,0,0,0
345,2014-06-06,108701.0,4.0,0,4,6,9,0.32861579900352217,0.6789198439129924,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
346,2014-06-07,108701.0,1.0,0,5,7,8,0.368293145668114,-0.5990628312481608,Weekend,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,1,0,0,0,0,0,0,1,0
347,2014-06-08,108701.0,1.0,0,6,8,7,0.4079704923327058,-2.6118291961845097,Weekend,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,1
348,2014-06-09,108701.0,2.0,0,0,9,6,0.44764783899729765,0.4400024478511189,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
349,2014-06-10,108701.0,1.0,0,1,10,5,0.4429403571896337,0.25743349425666845,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
350,2014-06-11,108701.0,1.0,0,2,11,4,0.44428535199182395,0.633841089939054,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
351,2014-06-12,108701.0,2.0,0,3,12,3,0.5895447906282947,0.3227976875188791,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,1,0,0,0
352,2014-06-13,108701.0,3.0,0,4,13,2,0.6090472152600426,0.7375222240791123,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
353,2014-06-14,108701.0,1.0,0,5,14,1,0.6097197126611377,-0.3240824320071367,Weekend,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
354,2014-06-15,108701.0,1.0,0,6,0,0,0.6103922100622328,-2.5442110652236023,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
355,2014-06-16,108701.0,2.0,0,0,1,14,0.611064707463327,0.47381151333157273,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
356,2014-06-17,108701.0,3.0,0,1,2,13,0.5727323556009254,0.3520988776019391,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
357,2014-06-18,108701.0,2.0,0,2,3,12,0.5518849361669872,0.467049700235482,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
358,2014-06-20,108701.0,3.0,0,4,5,10,0.6399820957104027,0.6518725915286293,Holiday,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,1,0,0
359,2014-06-21,108701.0,1.0,0,5,6,9,0.614875526069532,-0.7252833423751884,Weekend,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,1,0,0,0,0,0,0,1,0
360,2014-06-23,108701.0,2.0,0,0,8,7,0.5646623867877878,0.523398142702905,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
361,2014-06-24,108701.0,2.0,0,1,9,6,0.5518849361669872,0.3227976875188791,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
362,2014-06-26,108701.0,1.0,0,3,11,4,0.5417974751505652,0.2619413696540623,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,1,0,0,0
363,2014-06-28,108701.0,1.0,0,5,13,2,0.5310375167330491,-0.6554112737155838,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,1,0
364,2014-06-30,108701.0,1.0,0,0,0,0,0.5135525843045847,0.3768921922876052,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,1,0,0,0,0,0,0
365,2014-07-02,108701.0,1.0,0,2,2,13,0.4537003156071508,0.8366954828217767,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
366,2014-07-04,108701.0,3.0,1,4,4,11,0.41587233679556984,0.7375222240791123,Holiday,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,1,0,0
367,2014-07-05,108701.0,1.0,0,5,5,10,0.4062892488299685,-1.043088557891454,Holiday,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,0,0,1,0,0,0,0,0,1,0
368,2014-07-07,108701.0,2.0,0,0,7,8,0.3871230728987677,0.4512721363446035,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
369,2014-07-09,108701.0,3.0,0,2,9,6,0.3023884003608269,0.5188902673055111,Holiday,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,1,0,0,0,0
370,2014-07-10,108701.0,1.0,0,3,10,5,0.34811822363527095,0.16727598630879167,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
371,2014-07-11,108701.0,2.0,1,4,11,4,0.20487627720208468,0.47606545103026965,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
372,2014-07-12,108701.0,2.0,0,5,12,3,0.2104804222112065,-0.8560117288996097,Holiday,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,0,1,0,0,0,0,0,1,0
373,2014-07-14,108701.0,1.0,0,0,14,1,0.221688712229454,0.6518725915286293,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0
374,2014-07-16,108701.0,1.0,0,2,1,15,0.23177617324587502,0.5098745165107235,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
375,2014-07-17,108701.0,2.0,0,3,2,14,0.36358566386045105,0.22362442877621466,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
376,2014-07-18,108701.0,2.0,1,4,3,13,0.3629131664593559,0.42873275935763433,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
377,2014-07-19,108701.0,2.0,0,5,4,12,0.3967622023144583,-0.8064250995282775,Weekend,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,1,0
378,2014-07-20,108701.0,1.0,0,6,5,11,0.4306112381695636,-2.5554807537170867,Weekend,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,0,1,0,0,0,0,0,0,0,1
379,2014-07-21,108701.0,2.0,0,0,6,10,0.46446027402466694,0.48958907722245115,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
380,2014-07-23,108701.0,1.0,0,2,8,8,0.36156817165716665,0.6248253391442663,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,0
381,2014-07-24,108701.0,1.0,0,3,9,7,0.2909559445422157,0.19883111409054854,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
382,2014-07-25,108701.0,2.0,1,4,10,6,0.4570628026126245,0.550445395087268,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
383,2014-07-29,108701.0,1.0,0,1,14,2,0.43554288577759126,0.36111462839672676,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
384,2014-07-30,108701.0,1.0,0,2,15,1,0.393848046909716,0.5729847720742371,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
385,2014-07-31,108701.0,4.0,0,3,0,0,-0.013685378153716513,0.3205437498201822,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
386,2014-08-02,108701.0,1.0,0,5,2,13,-0.029601149979626,-0.8650274796943974,Weekend,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,0,1,0,0,0,0,0,0,1,0
387,2014-08-04,108701.0,2.0,0,0,4,11,-0.011667885950432118,0.6789198439129924,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
388,2014-08-05,108701.0,4.0,0,1,5,10,-0.07353764685115134,0.43098669705633125,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,1,0,0,0,0,0
389,2014-08-06,108701.0,3.0,0,2,6,9,-0.10111004029603679,0.4512721363446035,Work,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,1,0,0,0,0
390,2014-08-07,108701.0,2.0,0,3,7,8,-0.07353764685115134,0.14924448471921634,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0
391,2014-08-08,108701.0,1.0,1,4,8,7,-0.05538021702159274,0.550445395087268,Work,0,0,0,1,0,0,0,0,0,0,2.0,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0
392,2014-08-11,108701.0,1.0,0,0,11,4,-0.02310034176904337,0.5256520804016018,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
393,2014-08-12,108701.0,1.0,0,1,12,3,-0.07219265204896205,0.24841774346188078,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,1,0,0,0,0,0
394,2014-08-13,108701.0,1.0,0,2,13,2,-0.058070206625972245,0.6248253391442663,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
395,2014-08-14,108701.0,1.0,0,3,14,1,-0.19458717904821027,0.29124255973712226,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,1,0,0,0
396,2014-08-15,108701.0,1.0,1,4,0,0,-0.07622763645553085,0.5459375196898741,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,1,0,0
397,2014-08-18,108701.0,3.0,0,0,3,13,-0.13406241294968127,0.4828272641263604,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
398,2014-08-20,108701.0,4.0,0,2,5,11,-0.13675240255405982,0.44451032324851275,Work,0,0,0,1,0,0,0,0,0,0,3.0,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0
399,2014-08-21,108701.0,1.0,0,3,6,10,-0.3001692710200901,0.21235474028273008,Work,0,0,0,1,0,0,0,0,0,0,4.0,0,1.3862943611198906,1,0,0,0,0,0,1,0,0,0
400,2014-08-25,108701.0,1.0,0,0,10,6,-0.20467464006463224,0.44676426094720967,Work,0,0,0,1,0,0,0,0,0,0,1.0,0,0.0,1,0,0,1,0,0,0,0,0,0
401,2014-04-02,108831.0,5.46,0,2,2,13,0.07844676579626672,0.6946974078038708,Work,0,0,0,0,1,0,0,0,0,0,1.0,0,0.0,1,0,0,0,0,1,0,0,0,0
402,2014-04-03,108831.0,10.613,0,3,3,12,0.12484908647180684,0.44676426094720967,Work,0,0,0,0,1,0,0,0,0,0,5.46,0,1.6974487897568136,1,0,0,0,0,0,1,0,0,0
403,2014-04-04,108831.0,6.78,0,4,4,11,0.18335636036705144,0.6406029030351448,Work,0,0,0,0,1,0,0,0,0,0,10.613,0,2.3620796647796856,1,0,0,0,0,0,0,1,0,0
404,2014-04-05,108831.0,18.095,0,5,5,10,0.16699225694041347,-0.44579506773677036,Weekend,0,0,0,0,1,0,0,0,0,0,6.78,0,1.9139771019523042,0,1,0,0,0,0,0,0,1,0
405,2014-04-06,108831.0,10.22,0,6,6,9,0.15062815351377454,-2.3931972394109087,Weekend,0,0,0,0,1,0,0,0,0,0,18.095,0,2.895635657015706,0,1,0,0,0,0,0,0,0,1
406,2014-04-07,108831.0,9.292,0,0,7,8,0.1342640500871337,0.7780931026556568,Work,0,0,0,0,1,0,0,0,0,0,10.22,0,2.3243465847755584,1,0,0,1,0,0,0,0,0,0
407,2014-04-08,108831.0,12.607,0,1,8,7,0.2781784939214142,0.3430831268071514,Work,0,0,0,0,1,0,0,0,0,0,9.292,0,2.229153814908163,1,0,0,0,1,0,0,0,0,0
