date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type
2015-02-02,122095.0,1.0,False,0,2,13,49.25,1831.0,Work
2015-02-03,122095.0,1.0,False,1,3,12,53.04,1844.0,Work
2015-02-04,122095.0,3.0,False,2,4,11,48.45,1894.0,Work
2015-02-05,122095.0,0.0,,3,5,10,50.48,1774.0,Work
2015-02-06,122095.0,5.0,False,4,6,9,51.66,1865.0,Work
2015-02-07,122095.0,1.0,False,5,7,8,52.10333333333333,1408.0,Weekend
2015-02-08,122095.0,3.0,False,6,8,7,52.54666666666667,490.0,Weekend
2015-02-09,122095.0,0.0,,0,9,6,52.99,1792.0,Work
2015-02-10,122095.0,4.0,False,1,10,5,50.06,1790.0,Work
2015-02-11,122095.0,2.0,False,2,11,4,48.8,1914.0,Work
2015-02-12,122095.0,3.0,False,3,12,3,51.17,1816.0,Work
2015-02-13,122095.0,3.0,False,4,13,2,52.66,2099.0,Work
2015-02-14,122095.0,3.0,False,5,14,1,52.885,1235.0,Weekend
2015-02-15,122095.0,0.0,,6,0,0,53.11,378.0,Weekend
2015-02-16,122095.0,1.0,False,0,1,12,53.335,449.0,Holiday
2015-02-17,122095.0,1.0,False,1,2,11,53.56,486.0,Holiday
2015-02-18,122095.0,0.0,,2,3,10,52.13,1942.0,Work
2015-02-19,122095.0,1.0,False,3,4,9,51.12,1554.0,Work
2015-02-20,122095.0,3.0,False,4,5,8,49.95,1866.0,Work
2015-02-21,122095.0,1.0,False,5,6,7,49.82,1530.0,Weekend
2015-02-22,122095.0,2.0,False,6,7,6,49.69,524.0,Weekend
2015-02-23,122095.0,2.0,False,0,8,5,49.56,1763.0,Work
2015-02-24,122095.0,3.0,False,1,9,4,48.48,1756.0,Work
2015-02-25,122095.0,1.0,False,2,10,3,50.25,1923.0,Work
2015-02-26,122095.0,2.0,False,3,11,2,47.65,1746.0,Work
2015-02-27,122095.0,1.0,False,4,12,1,49.84,1877.0,Work
2015-02-28,122095.0,3.0,False,5,0,0,49.75666666666667,1425.0,Weekend
2015-03-01,122095.0,2.0,False,6,1,14,49.67333333333333,522.0,Weekend
2015-03-02,122095.0,2.0,False,0,2,13,49.59,1823.0,Work
2015-03-03,122095.0,2.0,False,1,3,12,50.43,1791.0,Work
2015-03-04,122095.0,4.0,False,2,4,11,51.53,1918.0,Work
2015-03-05,122095.0,0.0,,3,5,10,50.76,1734.0,Work
2015-03-06,122095.0,2.0,False,4,6,9,49.61,1865.0,Work
2015-03-07,122095.0,2.0,False,5,7,8,49.723333333333336,1468.0,Weekend
2015-03-08,122095.0,0.0,,6,8,7,49.83666666666667,506.0,Weekend
2015-03-09,122095.0,7.0,False,0,9,6,49.95,1883.0,Work
2015-03-10,122095.0,0.0,,1,10,5,48.42,1829.0,Work
2015-03-11,122095.0,4.0,False,2,11,4,48.06,1893.0,Work
2015-03-12,122095.0,2.0,False,3,12,3,47.12,1758.0,Work
2015-03-13,122095.0,5.0,False,4,13,2,44.88,1869.0,Work
2015-03-14,122095.0,6.0,False,5,14,1,44.56333333333333,1377.0,Weekend
2015-03-15,122095.0,1.0,False,6,0,0,44.24666666666667,502.0,Weekend
2015-03-16,122095.0,2.0,False,0,1,15,43.93,1833.0,Work
2015-03-17,122095.0,1.0,False,1,2,14,43.39,1713.0,Work
2015-03-18,122095.0,3.0,False,2,3,13,44.63,1780.0,Work
2015-03-19,122095.0,2.0,False,3,4,12,44.02,1700.0,Work
2015-03-20,122095.0,3.0,False,4,5,11,46.0,1821.0,Work
2015-03-21,122095.0,3.0,False,5,6,10,46.46666666666667,1361.0,Weekend
2015-03-22,122095.0,0.0,,6,7,9,46.93333333333334,534.0,Weekend
2015-03-23,122095.0,2.0,False,0,8,8,47.4,1805.0,Work
2015-03-24,122095.0,2.0,False,1,9,7,47.03,1726.0,Work
2015-03-25,122095.0,2.0,False,2,10,6,48.75,1890.0,Work
2015-03-26,122095.0,1.0,False,3,11,5,51.41,1607.0,Work
2015-03-27,122095.0,2.0,False,4,12,4,48.83,1895.0,Work
2015-03-28,122095.0,3.0,False,5,13,3,48.77333333333333,1279.0,Weekend
2015-03-29,122095.0,1.0,False,6,14,2,48.71666666666667,458.0,Weekend
2015-03-30,122095.0,1.0,False,0,15,1,48.66,1753.0,Work
2015-03-31,122095.0,3.0,False,1,0,0,47.72,1901.0,Work
2015-04-01,122095.0,2.0,False,2,1,14,50.12,1988.0,Work
2015-04-02,122095.0,1.0,False,3,2,13,49.13,1816.0,Work
2015-04-03,122095.0,1.0,False,4,3,12,49.8675,492.0,Holiday
2015-04-04,122095.0,2.0,False,5,4,11,50.605,1151.0,Weekend
2015-04-05,122095.0,1.0,False,6,5,10,51.3425,461.0,Weekend
2015-04-06,122095.0,5.0,False,0,6,9,52.08,1815.0,Work
2015-04-07,122095.0,1.0,False,1,7,8,53.95,1862.0,Work
2015-04-08,122095.0,4.0,False,2,8,7,50.44,1839.0,Work
2015-04-09,122095.0,2.0,False,3,9,6,50.79,1766.0,Work
2015-04-10,122095.0,2.0,False,4,10,5,51.63,1897.0,Work
2015-04-11,122095.0,7.0,False,5,11,4,51.73666666666667,1386.0,Weekend
2015-04-12,122095.0,0.0,,6,12,3,51.84333333333333,493.0,Weekend
2015-04-13,122095.0,1.0,False,0,13,2,51.95,1846.0,Work
2015-04-14,122095.0,3.0,False,1,14,1,53.3,1680.0,Work
2015-04-15,122095.0,6.0,False,2,0,0,56.25,1862.0,Work
2015-04-16,122095.0,4.0,False,3,1,14,56.69,1785.0,Work
2015-04-17,122095.0,1.0,False,4,2,13,55.71,1727.0,Work
2015-04-18,122095.0,2.0,False,5,3,12,55.93,1414.0,Weekend
2015-04-19,122095.0,2.0,False,6,4,11,56.15,524.0,Weekend
2015-04-20,122095.0,4.0,False,0,5,10,56.37,1887.0,Work
2015-04-21,122095.0,4.0,False,1,6,9,55.58,1780.0,Work
2015-04-22,122095.0,3.0,False,2,7,8,56.17,1894.0,Work
2015-04-23,122095.0,5.0,False,3,8,7,56.59,1798.0,Work
2015-04-24,122095.0,3.0,False,4,9,6,55.98,1904.0,Work
2015-04-25,122095.0,1.0,False,5,10,5,55.84,1344.0,Weekend
2015-04-26,122095.0,2.0,False,6,11,4,55.7,513.0,Weekend
2015-04-27,122095.0,5.0,False,0,12,3,55.56,1822.0,Work
2015-04-28,122095.0,0.0,,1,13,2,57.05,1759.0,Work
2015-04-29,122095.0,4.0,False,2,14,1,58.55,1845.0,Work
2015-04-30,122095.0,2.0,False,3,0,0,59.62,1789.0,Work
2015-05-01,122095.0,0.0,,4,1,14,59.1,476.0,Holiday
2015-05-02,122095.0,3.0,False,5,2,13,59.04,1221.0,Weekend
2015-05-03,122095.0,1.0,False,6,3,12,58.98,477.0,Weekend
2015-05-04,122095.0,4.0,False,0,4,11,58.92,1810.0,Work
2015-05-05,122095.0,2.0,False,1,5,10,60.38,1819.0,Work
2015-05-06,122095.0,3.0,False,2,6,9,60.93,1973.0,Work
2015-05-07,122095.0,2.0,False,3,7,8,58.99,1837.0,Work
2015-05-08,122095.0,3.0,False,4,8,7,59.41,2087.0,Work
2015-05-09,122095.0,4.0,False,5,9,6,59.35,1532.0,Holiday
2015-05-10,122095.0,0.0,,6,10,5,59.28999999999999,597.0,Holiday
2015-05-11,122095.0,3.0,False,0,11,4,59.23,1917.0,Work
2015-05-12,122095.0,2.0,False,1,12,3,60.72,1849.0,Work
2015-05-13,122095.0,0.0,,2,13,2,60.5,1910.0,Work
2015-05-14,122095.0,1.0,False,3,14,1,59.89,1764.0,Work
2015-05-15,122095.0,5.0,False,4,0,0,59.73,1785.0,Work
2015-05-16,122095.0,5.0,False,5,1,15,59.63333333333333,1285.0,Weekend
2015-05-17,122095.0,0.0,,6,2,14,59.53666666666666,500.0,Weekend
2015-05-18,122095.0,3.0,False,0,3,13,59.44,1884.0,Work
2015-05-19,122095.0,4.0,False,1,4,12,57.3,1747.0,Work
2015-05-20,122095.0,4.0,False,2,5,11,58.96,1928.0,Work
2015-05-21,122095.0,0.0,,3,6,10,60.18,1738.0,Work
2015-05-22,122095.0,2.0,False,4,7,9,58.88,1878.0,Work
2015-05-23,122095.0,2.0,False,5,8,8,58.4825,1264.0,Weekend
2015-05-24,122095.0,0.0,,6,9,7,58.085,524.0,Holiday
2015-05-25,122095.0,2.0,False,0,10,6,57.6875,1853.0,Work
2015-05-26,122095.0,1.0,False,1,11,5,57.29,1778.0,Work
2015-05-27,122095.0,3.0,False,2,12,4,57.51,1897.0,Work
2015-05-28,122095.0,4.0,False,3,13,3,57.69,1737.0,Work
2015-05-29,122095.0,1.0,False,4,14,2,60.25,1932.0,Work
2015-05-30,122095.0,3.0,False,5,15,1,60.24666666666667,1334.0,Weekend
2015-05-31,122095.0,0.0,,6,0,0,60.24333333333334,505.0,Weekend
2015-06-01,122095.0,1.0,False,0,1,14,60.24,1861.0,Work
2015-06-02,122095.0,2.0,False,1,2,13,61.3,1852.0,Work
2015-06-03,122095.0,3.0,False,2,3,12,59.67,1964.0,Work
2015-06-04,122095.0,0.0,,3,4,11,58.0,1871.0,Work
2015-06-05,122095.0,7.0,False,4,5,10,59.11,1921.0,Work
2015-06-06,122095.0,2.0,False,5,6,9,58.79,1397.0,Weekend
2015-06-07,122095.0,0.0,,6,7,8,58.47,475.0,Weekend
2015-06-08,122095.0,1.0,False,0,8,7,58.15,1821.0,Work
2015-06-09,122095.0,4.0,False,1,9,6,60.15,1773.0,Work
2015-06-10,122095.0,2.0,False,2,10,5,61.36,1852.0,Work
2015-06-11,122095.0,3.0,False,3,11,4,60.74,1789.0,Work
2015-06-12,122095.0,2.0,False,4,12,3,59.96,1849.0,Work
2015-06-13,122095.0,3.0,False,5,13,2,59.81666666666667,1282.0,Weekend
2015-06-14,122095.0,0.0,,6,14,1,59.67333333333333,524.0,Weekend
2015-06-15,122095.0,3.0,False,0,0,0,59.53,1800.0,Work
2015-06-16,122095.0,1.0,False,1,1,14,60.01,1835.0,Work
2015-06-17,122095.0,3.0,False,2,2,13,59.89,1888.0,Work
2015-06-18,122095.0,4.0,False,3,3,12,60.41,1831.0,Work
2015-06-19,122095.0,0.0,,4,4,11,59.62,1872.0,Work
2015-06-20,122095.0,4.0,False,5,5,10,59.75,1391.0,Weekend
2015-06-21,122095.0,2.0,False,6,6,9,59.88,518.0,Weekend
2015-06-22,122095.0,2.0,False,0,7,8,60.01,1824.0,Work
2015-06-23,122095.0,4.0,False,1,8,7,61.05,1792.0,Work
2015-06-24,122095.0,3.0,False,2,9,6,60.01,1792.0,Work
2015-06-25,122095.0,4.0,False,3,10,5,59.59,1708.0,Work
2015-06-26,122095.0,3.0,False,4,11,4,59.41,1829.0,Work
2015-06-27,122095.0,1.0,False,5,12,3,59.053333333333335,1301.0,Weekend
2015-06-28,122095.0,2.0,False,6,13,2,58.69666666666667,539.0,Weekend
2015-06-29,122095.0,1.0,False,0,14,1,58.34,1838.0,Work
2015-06-30,122095.0,0.0,,1,0,0,59.48,1881.0,Work
2015-07-01,122095.0,5.0,False,2,1,14,56.94,1947.0,Work
2015-07-02,122095.0,2.0,False,3,2,13,56.93,1846.0,Work
2015-07-03,122095.0,5.0,False,4,3,12,55.8175,2012.0,Work
2015-07-04,122095.0,3.0,False,5,4,11,54.705,1264.0,Weekend
2015-07-05,122095.0,1.0,False,6,5,10,53.5925,514.0,Weekend
2015-07-06,122095.0,1.0,False,0,6,9,52.48,1338.0,Work
2015-07-07,122095.0,0.0,,1,7,8,52.33,0.0,Work
2015-07-08,122095.0,4.0,False,2,8,7,51.61,2015.0,Work
2015-07-09,122095.0,6.0,False,3,9,6,52.76,1983.0,Work
2015-07-10,122095.0,1.0,False,4,10,5,52.74,1980.0,Work
2015-07-11,122095.0,1.0,False,5,11,4,52.556666666666665,1500.0,Weekend
2015-07-12,122095.0,0.0,,6,12,3,52.373333333333335,492.0,Weekend
2015-07-13,122095.0,2.0,False,0,13,2,52.19,1930.0,Work
2015-07-14,122095.0,5.0,False,1,14,1,53.05,1837.0,Work
2015-07-15,122095.0,8.0,False,2,0,0,51.4,1925.0,Work
2015-07-16,122095.0,0.0,,3,1,15,50.9,1774.0,Work
2015-07-17,122095.0,1.0,False,4,2,14,50.88,1830.0,Work
2015-07-18,122095.0,4.0,False,5,3,13,50.623333333333335,1156.0,Weekend
2015-07-19,122095.0,2.0,False,6,4,12,50.36666666666667,436.0,Weekend
2015-07-20,122095.0,3.0,False,0,5,11,50.11,1861.0,Work
2015-07-21,122095.0,1.0,False,1,6,10,50.59,1734.0,Work
2015-07-22,122095.0,3.0,False,2,7,9,49.27,1810.0,Work
2015-07-23,122095.0,2.0,False,3,8,8,48.11,1688.0,Work
2015-07-24,122095.0,3.0,False,4,9,7,47.98,1820.0,Work
2015-07-25,122095.0,2.0,False,5,10,6,47.71,1192.0,Weekend
2015-07-26,122095.0,1.0,False,6,11,5,47.44,498.0,Weekend
2015-07-27,122095.0,4.0,False,0,12,4,47.17,1703.0,Work
2015-07-28,122095.0,3.0,False,1,13,3,47.97,1756.0,Work
2015-07-29,122095.0,1.0,False,2,14,2,48.77,1815.0,Work
2015-07-30,122095.0,2.0,False,3,15,1,48.53,1687.0,Work
2015-07-31,122095.0,0.0,,4,0,0,47.11,1847.0,Work
2015-08-01,122095.0,2.0,False,5,1,14,46.49,1287.0,Weekend
2015-08-02,122095.0,1.0,False,6,2,13,45.870000000000005,503.0,Weekend
2015-08-03,122095.0,1.0,False,0,3,12,45.25,1882.0,Work
2015-08-04,122095.0,1.0,False,1,4,11,45.75,1857.0,Work
2015-08-05,122095.0,2.0,False,2,5,10,45.13,1857.0,Work
2015-08-06,122095.0,0.0,,3,6,9,44.69,1785.0,Work
2015-08-07,122095.0,4.0,False,4,7,8,43.87,1869.0,Work
2015-08-08,122095.0,1.0,False,5,8,7,44.22666666666667,1087.0,Weekend
2015-08-09,122095.0,0.0,,6,9,6,44.58333333333333,376.0,Weekend
2015-08-10,122095.0,1.0,False,0,10,5,44.94,477.0,Holiday
2015-08-11,122095.0,0.0,,1,11,4,43.11,1802.0,Work
2015-08-12,122095.0,4.0,False,2,12,3,43.22,1827.0,Work
2015-08-13,122095.0,0.0,,3,13,2,42.27,1499.0,Work
2015-08-14,122095.0,3.0,False,4,14,1,42.45,1882.0,Work
2015-08-15,122095.0,2.0,False,5,0,0,42.27666666666667,1379.0,Weekend
2015-08-16,122095.0,0.0,,6,1,15,42.10333333333334,456.0,Weekend
2015-08-17,122095.0,2.0,False,0,2,14,41.93,1683.0,Work
2015-08-18,122095.0,2.0,False,1,3,13,42.58,1811.0,Work
2015-08-19,122095.0,1.0,False,2,4,12,40.75,1844.0,Work
2015-08-20,122095.0,3.0,False,3,5,11,41.0,1752.0,Work
2015-08-21,122095.0,2.0,False,4,6,10,40.45,1794.0,Work
2015-08-22,122095.0,3.0,False,5,7,9,39.70666666666667,1209.0,Weekend
2015-08-23,122095.0,2.0,False,6,8,8,38.96333333333334,427.0,Weekend
2015-08-24,122095.0,3.0,False,0,9,7,38.22,1801.0,Work
2015-08-25,122095.0,2.0,False,1,10,6,39.15,1749.0,Work
2015-08-26,122095.0,2.0,False,2,11,5,38.5,1740.0,Work
2015-08-27,122095.0,4.0,False,3,12,4,42.47,1679.0,Work
2015-08-28,122095.0,1.0,False,4,13,3,45.29,1832.0,Work
2015-08-29,122095.0,3.0,False,5,14,2,46.59333333333333,1253.0,Weekend
2015-08-30,122095.0,1.0,False,6,15,1,47.89666666666667,472.0,Weekend
2015-08-31,122095.0,2.0,False,0,0,0,49.2,1785.0,Work
2015-09-01,122095.0,4.0,False,1,1,14,45.38,1769.0,Work
2015-09-02,122095.0,3.0,False,2,2,13,46.3,1892.0,Work
2015-09-03,122095.0,3.0,False,3,3,12,46.75,1744.0,Work
2015-09-04,122095.0,3.0,False,4,4,11,46.02,1771.0,Work
2015-09-05,122095.0,1.0,False,5,5,10,45.995000000000005,1265.0,Weekend
2015-09-06,122095.0,1.0,False,6,6,9,45.97,521.0,Weekend
2015-09-07,122095.0,3.0,False,0,7,8,45.945,1767.0,Work
2015-09-08,122095.0,2.0,False,1,8,7,45.92,1773.0,Work
2015-09-09,122095.0,2.0,False,2,9,6,44.13,1822.0,Work
2015-09-10,122095.0,3.0,False,3,10,5,45.85,1670.0,Work
2015-09-11,122095.0,4.0,False,4,11,4,44.75,1881.0,Work
2015-09-12,122095.0,3.0,False,5,12,3,44.52333333333333,1264.0,Weekend
2015-09-13,122095.0,0.0,,6,13,2,44.29666666666667,459.0,Weekend
2015-09-14,122095.0,3.0,False,0,14,1,44.07,1762.0,Work
2015-09-15,122095.0,1.0,False,1,0,0,44.58,1631.0,Work
2015-09-16,122095.0,2.0,False,2,1,14,47.12,1789.0,Work
2015-09-17,122095.0,3.0,False,3,2,13,46.93,1672.0,Work
2015-09-18,122095.0,6.0,False,4,3,12,44.71,1823.0,Work
2015-09-19,122095.0,4.0,False,5,4,11,45.36333333333334,1349.0,Weekend
2015-09-20,122095.0,2.0,False,6,5,10,46.016666666666666,494.0,Weekend
2015-09-21,122095.0,3.0,False,0,6,9,46.67,1756.0,Work
2015-09-22,122095.0,1.0,False,1,7,8,46.17,1770.0,Work
2015-09-23,122095.0,3.0,False,2,8,7,44.53,1844.0,Work
2015-09-24,122095.0,5.0,False,3,9,6,44.94,1747.0,Work
2015-09-25,122095.0,3.0,False,4,10,5,45.55,1819.0,Work
2015-09-26,122095.0,2.0,False,5,11,4,45.16666666666666,1297.0,Weekend
2015-09-27,122095.0,1.0,False,6,12,3,44.78333333333333,541.0,Weekend
2015-09-28,122095.0,3.0,False,0,13,2,44.4,1772.0,Work
2015-09-29,122095.0,0.0,,1,14,1,45.24,1733.0,Work
2015-09-30,122095.0,3.0,False,2,0,0,45.06,1785.0,Work
2015-10-01,122095.0,4.0,False,3,1,14,44.75,1646.0,Work
2015-10-02,122095.0,5.0,False,4,2,13,45.54,1856.0,Work
2015-10-03,122095.0,4.0,False,5,3,12,45.78666666666667,1346.0,Weekend
2015-10-04,122095.0,0.0,,6,4,11,46.03333333333333,534.0,Weekend
2015-10-05,122095.0,3.0,False,0,5,10,46.28,1697.0,Work
2015-10-06,122095.0,2.0,False,1,6,9,48.53,1749.0,Work
2015-10-07,122095.0,2.0,False,2,7,8,47.86,1815.0,Work
2015-10-08,122095.0,4.0,False,3,8,7,49.46,1732.0,Work
2015-10-09,122095.0,2.0,False,4,9,6,49.67,570.0,Holiday
2015-10-10,122095.0,1.0,False,5,10,5,48.81,1105.0,Weekend
2015-10-11,122095.0,0.0,,6,11,4,47.95,488.0,Weekend
2015-10-12,122095.0,1.0,False,0,12,3,47.09,1730.0,Work
2015-10-13,122095.0,2.0,False,1,13,2,46.7,1659.0,Work
2015-10-14,122095.0,3.0,False,2,14,1,46.63,1746.0,Work
2015-10-15,122095.0,2.0,False,3,0,0,46.38,1725.0,Work
2015-10-16,122095.0,0.0,,4,1,15,47.3,1873.0,Work
2015-10-17,122095.0,4.0,False,5,2,14,46.836666666666666,1371.0,Weekend
2015-10-18,122095.0,1.0,False,6,3,13,46.373333333333335,590.0,Weekend
2015-10-19,122095.0,1.0,False,0,4,12,45.91,1798.0,Work
2015-10-20,122095.0,3.0,False,1,5,11,45.84,1728.0,Work
2015-10-21,122095.0,1.0,False,2,6,10,45.22,1853.0,Work
2015-10-22,122095.0,2.0,False,3,7,9,44.9,1654.0,Work
2015-10-23,122095.0,2.0,False,4,8,8,43.91,1805.0,Work
2015-10-24,122095.0,2.0,False,5,9,7,43.67,1270.0,Weekend
2015-10-25,122095.0,2.0,False,6,10,6,43.42999999999999,573.0,Weekend
2015-10-26,122095.0,2.0,False,0,11,5,43.19,1741.0,Work
2015-10-27,122095.0,4.0,False,1,12,4,43.21,1749.0,Work
2015-10-28,122095.0,1.0,False,2,13,3,45.93,1784.0,Work
2015-10-29,122095.0,0.0,,3,14,2,46.02,1658.0,Work
2015-10-30,122095.0,2.0,False,4,15,1,46.6,1871.0,Work
2015-10-31,122095.0,2.0,False,5,0,0,46.44,1119.0,Weekend
2015-11-01,122095.0,0.0,,6,1,14,46.28,369.0,Weekend
2015-11-02,122095.0,1.0,False,0,2,13,46.12,423.0,Holiday
2015-11-03,122095.0,1.0,False,1,3,12,47.88,499.0,Holiday
2015-11-04,122095.0,1.0,False,2,4,11,46.32,1846.0,Work
2015-11-05,122095.0,1.0,False,3,5,10,45.27,1720.0,Work
2015-11-06,122095.0,2.0,False,4,6,9,44.32,1765.0,Work
2015-11-07,122095.0,4.0,False,5,7,8,44.17,1281.0,Weekend
2015-11-08,122095.0,1.0,False,6,8,7,44.02,546.0,Weekend
2015-11-09,122095.0,5.0,False,0,9,6,43.87,1744.0,Work
2015-11-10,122095.0,2.0,False,1,10,5,44.23,1780.0,Work
2015-11-11,122095.0,2.0,False,2,11,4,42.95,1872.0,Work
2015-11-12,122095.0,4.0,False,3,12,3,41.74,1829.0,Work
2015-11-13,122095.0,3.0,False,4,13,2,40.69,1789.0,Work
2015-11-14,122095.0,2.0,False,5,14,1,41.02,1343.0,Weekend
2015-11-15,122095.0,0.0,,6,0,0,41.35,502.0,Weekend
2015-11-16,122095.0,5.0,False,0,1,14,41.68,1787.0,Work
2015-11-17,122095.0,4.0,False,1,2,13,40.73,1727.0,Work
2015-11-18,122095.0,2.0,False,2,3,12,40.75,1825.0,Work
2015-11-19,122095.0,1.0,False,3,4,11,40.55,1810.0,Work
2015-11-20,122095.0,1.0,False,4,5,10,39.39,1817.0,Work
2015-11-21,122095.0,2.0,False,5,6,9,39.35,1321.0,Weekend
2015-11-22,122095.0,1.0,False,6,7,8,39.31,531.0,Weekend
2015-11-23,122095.0,3.0,False,0,8,7,39.27,1858.0,Work
2015-11-24,122095.0,4.0,False,1,9,6,40.89,1789.0,Work
2015-11-25,122095.0,1.0,False,2,10,5,41.22,1805.0,Work
2015-11-26,122095.0,2.0,False,3,11,4,40.895,1746.0,Work
2015-11-27,122095.0,4.0,False,4,12,3,40.57,1862.0,Holiday
2015-11-28,122095.0,1.0,False,5,13,2,40.52333333333333,1258.0,Weekend
2015-11-29,122095.0,2.0,False,6,14,1,40.47666666666667,509.0,Weekend
2015-11-30,122095.0,4.0,False,0,0,0,40.43,1943.0,Holiday
2015-12-01,122095.0,1.0,False,1,1,14,40.58,1905.0,Work
2015-12-02,122095.0,1.0,False,2,2,13,39.93,1994.0,Work
2015-12-03,122095.0,1.0,False,3,3,12,41.08,1925.0,Work
2015-12-04,122095.0,5.0,False,4,4,11,40.0,2083.0,Work
2015-12-05,122095.0,3.0,False,5,5,10,39.21333333333333,1294.0,Holiday
2015-12-06,122095.0,2.0,False,6,6,9,38.42666666666666,532.0,Holiday
2015-12-07,122095.0,3.0,False,0,7,8,37.64,1945.0,Work
2015-12-08,122095.0,0.0,,1,8,7,37.46,1863.0,Work
2015-12-09,122095.0,4.0,False,2,9,6,37.16,1988.0,Work
2015-12-10,122095.0,2.0,False,3,10,5,36.76,1900.0,Work
2015-12-11,122095.0,2.0,False,4,11,4,35.65,2035.0,Work
2015-12-12,122095.0,1.0,False,5,12,3,35.87,1463.0,Weekend
2015-12-13,122095.0,0.0,,6,13,2,36.09,557.0,Weekend
2015-12-14,122095.0,4.0,False,0,14,1,36.31,1995.0,Work
2015-12-15,122095.0,2.0,False,1,0,0,37.32,2025.0,Work
2015-12-16,122095.0,1.0,False,2,1,15,35.55,2241.0,Work
2015-12-17,122095.0,3.0,False,3,2,14,34.98,2169.0,Work
2015-12-18,122095.0,3.0,False,4,3,13,34.72,2252.0,Work
2015-12-19,122095.0,4.0,False,5,4,12,34.663333333333334,1625.0,Weekend
2015-12-20,122095.0,1.0,False,6,5,11,34.60666666666667,860.0,Weekend
2015-12-21,122095.0,4.0,False,0,6,10,34.55,2364.0,Holiday
2015-12-22,122095.0,1.0,False,1,7,9,36.12,2612.0,Holiday
2015-12-23,122095.0,6.0,False,2,8,8,36.76,2833.0,Holiday
2015-12-24,122095.0,5.0,False,3,9,7,37.62,2775.0,Holiday
2015-12-25,122095.0,0.0,,4,10,6,37.305,0.0,Holiday
2015-12-26,122095.0,1.0,False,5,11,5,36.99,1149.0,Holiday
2015-12-27,122095.0,0.0,,6,12,4,36.675,395.0,Weekend
2015-12-28,122095.0,1.0,False,0,13,3,36.36,1775.0,Work
2015-12-29,122095.0,2.0,False,1,14,2,37.88,1761.0,Work
2015-12-30,122095.0,1.0,False,2,15,1,36.59,2091.0,Work
2015-12-31,122095.0,3.0,False,3,0,0,37.13,2025.0,Holiday
2016-01-01,122095.0,0.0,,4,1,14,37.05,0.0,Holiday
2016-01-02,122095.0,1.0,False,5,2,13,36.97,0.0,Weekend
2016-01-03,122095.0,1.0,False,6,3,12,36.89,0.0,Weekend
2016-01-04,122095.0,3.0,False,0,4,11,36.81,10.0,Work
2016-01-05,122095.0,1.0,False,1,5,10,35.97,1840.0,Work
2016-01-06,122095.0,3.0,False,2,6,9,33.97,1996.0,Work
2016-01-07,122095.0,2.0,False,3,7,8,33.29,1822.0,Work
2016-01-08,122095.0,2.0,False,4,8,7,33.2,1823.0,Work
2016-01-09,122095.0,3.0,False,5,9,6,32.60666666666667,1331.0,Weekend
2016-01-10,122095.0,0.0,,6,10,5,32.013333333333335,507.0,Weekend
2016-01-11,122095.0,0.0,,0,11,4,31.42,1767.0,Work
2016-01-12,122095.0,3.0,False,1,12,3,30.42,1744.0,Work
2016-01-13,122095.0,0.0,,2,13,2,30.42,1729.0,Work
2016-01-14,122095.0,2.0,False,3,14,1,31.22,1782.0,Work
2016-01-15,122095.0,3.0,False,4,0,0,29.45,1872.0,Work
2016-01-16,122095.0,2.0,False,5,1,15,29.205,1329.0,Weekend
2016-01-17,122095.0,0.0,,6,2,14,28.96,513.0,Weekend
2016-01-18,122095.0,1.0,False,0,3,13,28.715,1854.0,Work
2016-01-19,122095.0,3.0,False,1,4,12,28.47,1718.0,Work
2016-01-20,122095.0,5.0,False,2,5,11,26.68,1885.0,Work
2016-01-21,122095.0,2.0,False,3,6,10,29.55,1667.0,Work
2016-01-22,122095.0,2.0,False,4,7,9,32.07,1763.0,Work
2016-01-23,122095.0,1.0,False,5,8,8,31.48333333333333,1322.0,Weekend
2016-01-24,122095.0,2.0,False,6,9,7,30.89666666666667,541.0,Weekend
2016-01-25,122095.0,2.0,False,0,10,6,30.31,1726.0,Work
2016-01-26,122095.0,1.0,False,1,11,5,29.54,1765.0,Work
2016-01-27,122095.0,1.0,False,2,12,4,32.32,1884.0,Work
2016-01-28,122095.0,1.0,False,3,13,3,33.21,1753.0,Work
2016-01-29,122095.0,4.0,False,4,14,2,33.66,1761.0,Work
2016-01-30,122095.0,4.0,False,5,15,1,32.98,1339.0,Weekend
2016-01-31,122095.0,1.0,False,6,0,0,32.3,529.0,Weekend
2016-02-01,122095.0,0.0,,0,1,14,31.62,1787.0,Work
2016-02-02,122095.0,1.0,False,1,2,13,29.9,1782.0,Work
2016-02-03,122095.0,6.0,False,2,3,12,32.29,1878.0,Work
2016-02-04,122095.0,3.0,False,3,4,11,31.63,1811.0,Work
2016-02-05,122095.0,3.0,False,4,5,10,30.86,1934.0,Work
2016-02-06,122095.0,3.0,False,5,6,9,30.476666666666667,1190.0,Weekend
2016-02-07,122095.0,1.0,False,6,7,8,30.093333333333334,401.0,Weekend
2016-02-08,122095.0,1.0,False,0,8,7,29.71,417.0,Holiday
2016-02-09,122095.0,3.0,False,1,9,6,27.96,502.0,Holiday
2016-02-10,122095.0,4.0,False,2,10,5,27.54,1859.0,Work
2016-02-11,122095.0,2.0,False,3,11,4,26.19,1679.0,Work
2016-02-12,122095.0,2.0,False,4,12,3,29.32,1934.0,Work
